Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF665737","10/02/25 16:10:08","11/02/25 13:54:11","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF665904","11/02/25 08:40:17","12/02/25 16:04:59","4 - Baja","Cerrado","DESBLOQUEO APLICATIVO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF665970","11/02/25 09:48:15","12/02/25 16:02:35","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO ASESORA LUZ MAYDA VALENCIA CORTES","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF666123","11/02/25 11:31:12","11/02/25 13:47:49","4 - Baja","Cerrado","CREACION DE USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF666207","11/02/25 12:46:06","11/02/25 16:49:59","4 - Baja","Cerrado","IRON MOUNTAIN CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF666446","11/02/25 16:50:39","12/02/25 16:06:56","4 - Baja","Cerrado","desbloquear usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF666638","12/02/25 10:04:27","12/02/25 16:13:39","4 - Baja","Cerrado","CREACION USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF666694","12/02/25 10:43:18","13/02/25 09:23:11","4 - Baja","Cerrado","Desbloqueo usuario Seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF666756","12/02/25 11:38:02","13/02/25 14:16:13","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF666791","12/02/25 12:07:51","13/02/25 14:19:49","4 - Baja","Cerrado","IRON MOUNTAIN / Creación","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF666848","12/02/25 14:15:02","20/02/25 15:04:47","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF667052","12/02/25 17:46:47","13/02/25 14:03:40","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF667111","13/02/25 08:03:32","13/02/25 14:24:07","4 - Baja","Cerrado","DESBLOQUEO PARA INGRESO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF667133","13/02/25 08:27:57","19/02/25 17:15:52","4 - Baja","Cerrado","IRON MOUNTAIN/CREACION DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF667196","13/02/25 09:21:57","24/02/25 10:47:13","4 - Baja","Cerrado","POR FAVOR DESBLOQUEO DE USUARIO Y CAMBIO DE CLAVE","MRODRIGUEZPE","SERIVA","A","","",""
"RF667230","13/02/25 09:49:04","13/02/25 14:00:57","4 - Baja","Cerrado","Desbloqueo usuario Seriva RF","MRODRIGUEZPE","SERIVA","A","","",""
"RF667241","13/02/25 09:59:45","27/02/25 12:28:43","4 - Baja","Cerrado","Solicitud Asignación de Rol aplicativo Koncilia al usuario RPASOXDE00C017","MRODRIGUEZPE","KONCILIA","A","","",""
"RF667245","13/02/25 10:04:22","24/02/25 12:56:37","4 - Baja","Cerrado","Solicitud Asignación de Rol aplicativo Koncilia al usuario RPASOXCA00C025","MRODRIGUEZPE","KONCILIA","A","","",""
"RF667258","13/02/25 10:09:32","27/02/25 13:50:23","4 - Baja","Cerrado","Solicitud Asignación de Rol aplicativo Koncilia al usuario RPASOXCA00C142","MRODRIGUEZPE","KONCILIA","A","","",""
"RF667259","13/02/25 10:09:35","13/02/25 14:05:00","4 - Baja","Cerrado","DESBLOQUEAR USUARIO Y DAR CONTRASEÑA","MRODRIGUEZPE","SERIVA","B","","",""
"RF667266","13/02/25 10:17:29","19/02/25 11:55:39","4 - Baja","Cerrado","CREACION USUARIO DECEVAL CRISTIAN ORLANDO LOPEZ SANCHEZ","MRODRIGUEZPE","DECEVAL","A","","",""
"RF667369","13/02/25 11:19:51","19/02/25 17:05:52","4 - Baja","Cerrado","SOLICITUD USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF667623","13/02/25 16:29:22","21/02/25 12:16:42","4 - Baja","Cerrado","CREACION USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF667823","14/02/25 10:24:17","17/02/25 17:47:50","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO PARA IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF667953","14/02/25 12:24:48","24/02/25 11:13:26","4 - Baja","Cerrado","DESBLOQUEO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF667993","14/02/25 13:54:27","21/02/25 10:18:03","4 - Baja","Cerrado","DOCIT - DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF668075","14/02/25 15:21:23","19/02/25 17:02:47","4 - Baja","Cerrado","desbloqueo de usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF668198","14/02/25 18:54:26","21/02/25 10:20:45","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO BOR1007467772 EN IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF668286","17/02/25 08:50:43","24/02/25 08:27:30","4 - Baja","Cerrado","SOLICITUD DE DESBLOQUEO DE SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF668341","17/02/25 10:04:42","24/02/25 10:55:15","4 - Baja","Cerrado","DESBLOQUEO DE SERIVA RENTA FIJA Y ASIGNACION DE CLAVE","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF668507","17/02/25 14:47:22","19/02/25 16:58:51","4 - Baja","Cerrado","DOCIT-desblouqeo cuenta usuario IRON MONTAIN-JORGE HERNAN MORENO TOBON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF668562","17/02/25 17:42:23","25/02/25 09:18:28","4 - Baja","Cerrado","DESBLOQUEAR USUARIO IROM MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF668600","18/02/25 08:20:21","18/02/25 13:45:07","4 - Baja","Cerrado","Desbloqueo Seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF668665","18/02/25 09:28:16","25/02/25 11:09:52","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF668676","18/02/25 09:33:56","18/02/25 14:57:44","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - Laura Andrea Mirque Fiesco","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF669060","18/02/25 13:54:31","21/02/25 12:30:35","4 - Baja","Cerrado","SOLICITUD ACTIVACION USUARIO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF669061","18/02/25 13:54:34","21/02/25 12:10:49","4 - Baja","Cerrado","ACTIVACION DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF669363","18/02/25 17:30:45","19/02/25 16:56:31","4 - Baja","Cerrado","Solicitud de desbloqueo Seriva Divisas","MRODRIGUEZPE","SERIVA","A","","",""
"RF669364","18/02/25 17:33:59","19/02/25 16:55:53","4 - Baja","Cerrado","Desbloqueo Seriva Renta Fija","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF669475","19/02/25 08:47:15","19/02/25 17:05:20","4 - Baja","Cerrado","IRON MOUNTAIN / DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF669517","19/02/25 09:27:54","19/02/25 17:08:24","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - cayazo","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF669534","19/02/25 09:44:08","19/02/25 17:12:44","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y CAMBIO DE CLAVE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF669564","19/02/25 10:01:43","19/02/25 17:11:01","4 - Baja","Cerrado","desbloqueo usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF669816","19/02/25 14:35:55","26/02/25 09:26:13","4 - Baja","Cerrado","CREACION USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF669870","19/02/25 15:19:24","20/02/25 08:54:45","4 - Baja","Cerrado","modificación perfil seriva divisas","MRODRIGUEZPE","SERIVA","A","","",""
"RF669891","19/02/25 15:37:20","20/02/25 12:12:10","4 - Baja","Cerrado","Reasignar Clave","MRODRIGUEZPE","SERIVA","A","","",""
"RF670133","20/02/25 09:12:56","21/02/25 12:20:27","4 - Baja","Cerrado","CREACION USUARIO NUEVO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF670260","20/02/25 11:07:22","21/02/25 15:46:10","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - Helen Yulieth Viera","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF670372","20/02/25 13:37:50","27/02/25 16:47:41","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF670454","20/02/25 15:27:37","21/02/25 12:13:21","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF670678","21/02/25 09:06:21","21/02/25 12:23:41","4 - Baja","Cerrado","Desbloqueo de usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF670712","21/02/25 09:41:06","21/02/25 14:06:55","4 - Baja","Cerrado","Desbloqueo usuario SN96496","MRODRIGUEZPE","SERIVA","A","","",""
"RF670736","21/02/25 10:01:38","21/02/25 12:26:08","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO ACCESO A LA APLICACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF670759","21/02/25 10:27:24","21/02/25 12:32:39","4 - Baja","Cerrado","CREACION USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF670777","21/02/25 10:38:54","06/03/25 14:27:02","4 - Baja","Cerrado","modificacion perfil seriva DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF670824","21/02/25 11:08:36","25/02/25 11:10:43","4 - Baja","Cerrado","CREACIÓN DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF671050","21/02/25 15:40:06","03/03/25 17:00:34","4 - Baja","Cerrado","CLAVE IRON MONT.","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF671166","21/02/25 17:28:42","26/02/25 09:29:15","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671172","21/02/25 17:32:02","26/02/25 09:31:27","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671187","21/02/25 18:00:08","27/02/25 11:12:01","4 - Baja","Cerrado","SOLICITUD DE CREACION DE USUARIO","MRODRIGUEZPE","SERIVA","A","","",""
"RF671270","24/02/25 08:04:27","27/02/25 13:44:03","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1144067641","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671276","24/02/25 08:18:30","24/02/25 11:03:44","4 - Baja","Cerrado","Desbloquo Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF671409","24/02/25 09:58:07","24/02/25 12:35:02","4 - Baja","Cerrado","ASIGNACION CONTRASEÑA USUARIO IRON MONTAINT RADICADOR","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671470","24/02/25 10:52:23","24/02/25 12:39:07","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - ERODRIGUEZF","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF671489","24/02/25 11:05:03","24/02/25 12:36:52","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON BOR1020821131","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF671530","24/02/25 11:37:38","26/02/25 09:35:14","4 - Baja","Cerrado","desbloqueo usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671676","24/02/25 14:48:39","25/02/25 11:14:53","4 - Baja","Cerrado","ACCESO IRON - DOCUMENTA WEB","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF671709","24/02/25 15:10:31","25/02/25 11:11:57","4 - Baja","Cerrado","CREACION USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF671819","24/02/25 16:30:43","27/02/25 09:10:14","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF671987","25/02/25 09:05:08","05/03/25 10:10:46","4 - Baja","Cerrado","CREACION IRON Mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672035","25/02/25 09:41:37","25/02/25 11:17:15","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672069","25/02/25 10:13:27","25/02/25 10:42:28","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","B","","",""
"RF672224","25/02/25 12:38:52","27/02/25 08:37:18","4 - Baja","Cerrado","Desbloqueo y asignación de clave","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672282","25/02/25 14:22:14","28/02/25 14:04:28","4 - Baja","Cerrado","ACTIVACION USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672304","25/02/25 14:36:06","26/02/25 09:33:39","4 - Baja","Cerrado","DESBLOQUEAR IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF672466","25/02/25 16:40:01","03/03/25 16:33:01","4 - Baja","Cerrado","IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672609","26/02/25 08:19:08","27/02/25 11:39:59","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF672651","26/02/25 09:07:23","03/03/25 17:04:11","4 - Baja","Cerrado","CREACIÓN DE USUARIOS","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF672913","26/02/25 12:15:40","03/03/25 16:36:06","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO POR OLVIDO DE CLAVE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673042","26/02/25 14:47:35","03/03/25 16:41:33","4 - Baja","Cerrado","habilitar  usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673048","26/02/25 14:51:28","27/02/25 08:38:49","4 - Baja","Cerrado","DEBLOQUEO APLICATIVO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673116","26/02/25 15:53:21","05/03/25 10:12:47","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1094938446","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673205","26/02/25 17:28:01","27/02/25 11:44:19","4 - Baja","Cerrado","creacion usuario iron mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673331","27/02/25 09:04:36","06/03/25 22:18:34","4 - Baja","Cerrado","DESBLOQUEAR","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF673335","27/02/25 09:06:51","07/03/25 16:36:07","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA NET - Hugo Mauricio Vélez García","MRODRIGUEZPE","SERIVA","B","","",""
"RF673350","27/02/25 09:16:15","07/03/25 16:43:16","4 - Baja","Cerrado","Creación cuenta usuario aplicación ALFYN - Hugo Mauricio Velez García","MRODRIGUEZPE","ALFYN","B","","",""
"RF673386","27/02/25 09:59:32","03/03/25 16:43:27","4 - Baja","Cerrado","IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673487","27/02/25 11:42:20","04/03/25 15:09:42","4 - Baja","Cerrado","CREACIÓN DE USUARIO IRON - JEYMI CATHERINE CANO SILVA. C.C 1.024.577.503","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF673493","27/02/25 11:45:42","27/02/25 13:38:52","4 - Baja","Cerrado","Cambio de rol en Seriva Derivados y Renta Fija -ARVARGAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF673578","27/02/25 14:07:42","03/03/25 14:45:55","4 - Baja","Cerrado","Cambio de rol para el usuario ARVARGAS SN89996 Seriva Derivados","MRODRIGUEZPE","SERIVA","A","","",""
"RF673660","27/02/25 15:16:14","27/02/25 16:49:21","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOR41946056","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF673842","28/02/25 08:00:29","28/02/25 13:41:16","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF673853","28/02/25 08:16:54","28/02/25 12:49:52","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - JLGOMEZR","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF673870","28/02/25 08:31:46","03/03/25 16:49:56","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673871","28/02/25 08:31:49","28/02/25 13:38:59","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673885","28/02/25 08:51:01","04/03/25 14:53:34","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF673923","28/02/25 09:19:30","28/02/25 13:43:28","4 - Baja","Cerrado","DESBLOQUEO POR CLAVE ERRADA","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF673933","28/02/25 09:33:38","28/02/25 14:00:50","4 - Baja","Cerrado","SOLICITO ACTIVAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF673949","28/02/25 09:40:57","28/02/25 13:55:17","4 - Baja","Cerrado","Se solicita desbloqueo usuario BOR29363192N","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF673973","28/02/25 09:55:14","03/03/25 17:04:57","4 - Baja","Cerrado","SOLICITUD DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF673994","28/02/25 10:18:24","04/03/25 15:07:18","4 - Baja","Cerrado","DESBLOQUE DE USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF674007","28/02/25 10:30:32","28/02/25 14:02:54","4 - Baja","Cerrado","DESBLOQUEAR USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674027","28/02/25 10:52:14","28/02/25 13:57:19","4 - Baja","Cerrado","DESBLOQUEAR AIRON MOUNTAIN COLOMBIA","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674103","28/02/25 12:21:47","03/03/25 17:16:07","4 - Baja","Cerrado","Desbloqueo usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674113","28/02/25 12:51:07","03/03/25 11:07:13","4 - Baja","Cerrado","Desbloqueo Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF674409","03/03/25 06:52:38","03/03/25 11:48:02","4 - Baja","Cerrado","desbloqueo en seriva renta fija","MRODRIGUEZPE","SERIVA","A","","",""
"RF674445","03/03/25 08:29:56","03/03/25 17:07:56","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674572","03/03/25 10:13:09","11/03/25 13:33:00","4 - Baja","Cerrado","DESBLOQUEAR IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674575","03/03/25 10:17:42","06/03/25 08:35:13","4 - Baja","Cerrado","ROL DE RADICADOR","ATCRUZ","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF674632","03/03/25 10:55:03","03/03/25 17:11:35","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE CLAVER","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF674887","03/03/25 15:28:10","14/03/25 09:16:27","4 - Baja","Cerrado","Cambio de rol para el usuario ARVARGAS SN899961 Seriva Renta Fija","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF675101","04/03/25 08:02:53","05/03/25 17:39:30","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF675168","04/03/25 09:15:52","04/03/25 14:57:05","4 - Baja","Cerrado","IRON MOUNTAIN / DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675184","04/03/25 09:31:19","12/03/25 16:07:39","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675308","04/03/25 11:11:41","06/03/25 22:44:57","4 - Baja","Cerrado","SOLICITO DESBLOQUEO DE APLICATIVO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675482","04/03/25 15:04:00","05/03/25 10:15:44","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF675485","04/03/25 15:06:22","05/03/25 10:17:52","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF675494","04/03/25 15:11:05","05/03/25 10:20:09","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - NICOLAS PRIETO CORTES BOR1013683718","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675513","04/03/25 15:23:15","05/03/25 17:47:01","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF675571","04/03/25 16:09:02","05/03/25 17:42:31","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF675630","04/03/25 17:00:57","06/03/25 22:13:39","4 - Baja","Cerrado","SOLICITO DESBLOQUEO DE MI USUARIO DOCUMENTA WEB","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675719","05/03/25 08:07:42","05/03/25 17:48:51","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675767","05/03/25 08:55:07","06/03/25 08:25:36","4 - Baja","Cerrado","IRON MOUNTAIN DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675775","05/03/25 09:01:50","05/03/25 17:50:32","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad (DESBLOQUEO ANGIE LORENA AGAMEZ PARDO)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675778","05/03/25 09:04:04","06/03/25 08:35:59","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON MOUNTAIN","ATCRUZ","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF675781","05/03/25 09:05:21","07/03/25 17:27:30","4 - Baja","Cerrado","Creación Usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF675829","05/03/25 09:51:39","06/03/25 08:36:07","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION CLAVE AIRON","ATCRUZ","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF675868","05/03/25 10:30:02","06/03/25 18:17:04","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad Creación","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675893","05/03/25 10:50:00","06/03/25 08:36:09","4 - Baja","Cerrado","Solicitud clave Iron Mountain","ATCRUZ","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF675906","05/03/25 10:59:00","05/03/25 13:19:25","4 - Baja","Cerrado","DOCIT- DESBLOQUEO USUARIO IRON","SCHACON","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF676033","05/03/25 13:14:33","10/03/25 08:33:17","4 - Baja","Cerrado","ASIGNACION DE PRIVILEGIOS Y ROLES APLICATIVO MONOPRODUCTO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF676036","05/03/25 13:26:42","11/03/25 13:55:43","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF676167","05/03/25 15:36:09","06/03/25 08:36:19","4 - Baja","Cerrado","Solicitud usuario Iron Mountain","ATCRUZ","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF676169","05/03/25 15:38:21","06/03/25 18:16:13","4 - Baja","Cerrado","SOLICITUD USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF676223","06/03/25 07:04:52","12/03/25 14:41:39","4 - Baja","Cerrado","Solicitud usuario seriva - Tesorería Front","MRODRIGUEZPE","SERIVA","A","","",""
"RF676243","06/03/25 08:13:56","07/03/25 12:15:28","4 - Baja","Cerrado","CREACION USUARIO IRONMOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676444","06/03/25 10:36:02","06/03/25 18:19:25","4 - Baja","Cerrado","MODIFICACION DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
