Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF802003","09/12/25 09:43:28","10/12/25 09:02:40","4 - Baja","Cerrado","CAMBIO DE CONTRASEÑA","JSDIAZ","FIRST DATA","A","","",""
"RF802079","09/12/25 14:52:35","16/12/25 08:19:26","4 - Baja","Cerrado","UGR_SOLICITUD DESBLOQUEO USUARIO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF802100","09/12/25 15:06:39","10/12/25 09:04:13","4 - Baja","Cerrado","DESBLOQUEO DE FRIST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF802165","09/12/25 15:38:22","10/12/25 09:06:15","4 - Baja","Cerrado","DESBLOQUEO USUARIO FIRSDATA NEXA_BPO","JSDIAZ","FIRST DATA","B","","",""
"RF802243","09/12/25 16:18:59","10/12/25 09:07:11","4 - Baja","Cerrado","DESBLOQUO USUARIO LMRAMIREZ FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF802258","09/12/25 16:26:38","15/12/25 08:39:41","4 - Baja","Cerrado","DESBLOQUEO Y NUEVA CLAVE APLICATIVO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF802334","09/12/25 17:28:19","10/12/25 09:08:29","4 - Baja","Cerrado","Desbloqueo first","JSDIAZ","FIRST DATA","A","","",""
"RF802432","10/12/25 08:20:24","16/12/25 09:57:48","4 - Baja","Cerrado","CREACION USUARIO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF802466","10/12/25 08:48:13","10/12/25 09:44:54","4 - Baja","Cerrado","DESBLOQUEO USUARIO LNOBLE V804LNP","JSDIAZ","FIRST VISION","A","","",""
"RF802481","10/12/25 09:00:46","10/12/25 16:31:11","4 - Baja","Cerrado","Desbloqueo","JSDIAZ","FIRST VISION","A","","",""
"RF802488","10/12/25 09:05:16","15/12/25 08:40:59","4 - Baja","Cerrado","Nexa BPO Desbloqueo usuario First Data","JSDIAZ","FIRST DATA","A","","",""
"RF802604","10/12/25 10:26:49","16/12/25 10:05:10","4 - Baja","Cerrado","Creacion de usuario FirsVision","JSDIAZ","FIRST VISION","A","","",""
"RF802630","10/12/25 10:42:17","15/12/25 08:42:19","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF802673","10/12/25 11:14:50","15/12/25 08:43:31","4 - Baja","Cerrado","DESBLOQUEO DE FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF802871","10/12/25 15:14:39","10/12/25 17:37:16","4 - Baja","Cerrado","DESBLOQUEO CLAVE FIRST VISION","JSDIAZ","FIRST VISION","A","","",""
"RF802896","10/12/25 15:28:32","10/12/25 17:38:44","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y CAMBIO DE CONTRASEÑA","JSDIAZ","FIRST VISION","A","","",""
"RF803018","10/12/25 16:48:47","15/12/25 08:44:39","4 - Baja","Cerrado","DESBLOQUEAR FIRTS DATA","JSDIAZ","FIRST DATA","B","","",""
"RF803083","10/12/25 20:44:40","17/12/25 08:20:03","4 - Baja","Cerrado","****UGR DESBLOQUEO FIRST DATA ********UGR*************","JSDIAZ","FIRST DATA","A","","",""
"RF803180","11/12/25 09:06:42","15/12/25 08:46:04","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF803256","11/12/25 10:03:39","15/12/25 08:47:18","4 - Baja","Cerrado","Desbloqueo Usuario Firts Data","JSDIAZ","FIRST DATA","A","","",""
"RF803290","11/12/25 10:40:13","15/12/25 08:48:51","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF803292","11/12/25 10:41:20","15/12/25 08:50:00","4 - Baja","Cerrado","FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF803415","11/12/25 18:29:56","15/12/25 08:51:11","4 - Baja","Cerrado","NEXA BPO-Desbloqueo y asignación de nueva clave","JSDIAZ","FIRST DATA","B","","",""
"RF803449","12/12/25 07:16:36","15/12/25 08:52:27","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","JSDIAZ","FIRST VISION","A","","",""
"RF803564","12/12/25 09:04:41","15/12/25 08:53:38","4 - Baja","Cerrado","DESBLOQUEO FIRSDATA NEXA_BPO","JSDIAZ","FIRST DATA","B","","",""
"RF803608","12/12/25 09:28:41","16/12/25 09:47:20","4 - Baja","Cerrado","solicitud creacion de usuario first vision","JSDIAZ","FIRST VISION","C","","",""
"RF803641","12/12/25 09:51:49","15/12/25 08:54:46","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF803698","12/12/25 10:13:13","16/12/25 08:21:36","4 - Baja","Cerrado","desbloqueo usuario FIRST VISION","JSDIAZ","FIRST VISION","A","","",""
"RF803702","12/12/25 10:15:32","15/12/25 08:55:51","4 - Baja","Cerrado","DESBLOQUEAR USUARIO FIRTS","JSDIAZ","FIRST VISION","C","","",""
"RF804016","12/12/25 16:25:59","19/12/25 09:27:06","4 - Baja","Cerrado","DESBLOQUE Y CAMBIO DE CONTRASEÑA FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF804070","12/12/25 20:41:01","16/12/25 08:25:00","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO","JSDIAZ","FIRST VISION","A","","",""
"RF804119","15/12/25 08:01:15","16/12/25 08:26:16","4 - Baja","Cerrado","UGR DESBLOQUEO USUARIO V804LSM","JSDIAZ","FIRST DATA","A","","",""
"RF804142","15/12/25 08:24:45","16/12/25 08:30:43","4 - Baja","Cerrado","DESBLOQUEO APLICACION FIRST DATA - NUEVA CLAVE","JSDIAZ","FIRST DATA","B","","",""
"RF804144","15/12/25 08:27:54","16/12/25 08:32:19","4 - Baja","Cerrado","DESBLOQUEO DE CLAVE FIRTS DATA","JSDIAZ","FIRST DATA","B","","",""
"RF804164","15/12/25 08:44:04","16/12/25 08:33:19","4 - Baja","Cerrado","DESBLOQUEAR USUARIO FIRSDATA **AREA UGR****","JSDIAZ","FIRST DATA","A","","",""
"RF804186","15/12/25 09:02:14","16/12/25 08:34:54","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF804198","15/12/25 09:10:58","16/12/25 08:36:18","4 - Baja","Cerrado","Solicitud Desbloqueo FirstData V804AFM","JSDIAZ","FIRST VISION","A","","",""
"RF804289","15/12/25 10:30:22","18/12/25 10:50:06","4 - Baja","Cerrado","Desbloqueo FD","JSDIAZ","FIRST VISION","A","","",""
"RF804347","15/12/25 11:17:34","19/12/25 09:25:59","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF804673","15/12/25 17:04:27","16/12/25 08:37:34","4 - Baja","Cerrado","UGR_DESBLOQUEO USUARIO FIRST DATA","JSDIAZ","FIRST VISION","A","","",""
"RF804732","16/12/25 08:03:05","18/12/25 10:51:32","4 - Baja","Cerrado","DESBLOQUEO FD","JSDIAZ","FIRST VISION","A","","",""
"RF804749","16/12/25 08:21:26","16/12/25 09:43:26","4 - Baja","Cerrado","desbloqueo usuario FD","JSDIAZ","FIRST DATA","A","","",""
"RF804829","16/12/25 09:56:38","17/12/25 10:47:18","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO FIRST VISION","JSDIAZ","FIRST VISION","A","","",""
"RF804833","16/12/25 09:58:49","26/12/25 09:01:47","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO Y ASIGNACION NUEVA CLAVE SWIFT","JSDIAZ","SWIFT IZQUIERDO","A","","",""
"RF804865","16/12/25 10:39:40","17/12/25 08:21:44","4 - Baja","Cerrado","NEXABPO_DESBLOQUEO Y ASIGNACION DE NUEVA CONTRASEÑA","JSDIAZ","FIRST DATA","A","","",""
"RF804945","16/12/25 11:52:47","17/12/25 08:22:44","4 - Baja","Cerrado","DESBLOQUEO  FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF804960","16/12/25 12:08:28","17/12/25 10:48:29","4 - Baja","Cerrado","**UGR** DESBLOQUEO DE USUARIO FIRSDATA","JSDIAZ","FIRST DATA","A","","",""
"RF805006","16/12/25 13:05:27","17/12/25 08:23:47","4 - Baja","Cerrado","DESBLOQUEAR FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF805149","16/12/25 16:02:16","17/12/25 08:24:56","4 - Baja","Cerrado","desbloqueo de usuario  y cambio de contraseña","JSDIAZ","FIRST VISION","A","","",""
"RF805164","16/12/25 16:19:19","18/12/25 10:52:49","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE NUEVA CONTRASEÑA","JSDIAZ","FIRST DATA","B","","",""
"RF805169","16/12/25 16:26:44","23/12/25 16:17:01","4 - Baja","Cerrado","Solicitud de creacion de Usuario de Firstdata","JSDIAZ","FIRST DATA","A","","",""
"RF805215","16/12/25 17:17:56","18/12/25 10:55:05","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA NEXA BPO","JSDIAZ","FIRST DATA","B","","",""
"RF805244","16/12/25 18:48:38","19/12/25 09:24:58","4 - Baja","Cerrado","cambio clave first data","JSDIAZ","FIRST DATA","A","","",""
"RF805255","17/12/25 07:47:21","18/12/25 10:56:20","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","JSDIAZ","FIRST DATA","C","","",""
"RF805259","17/12/25 08:04:37","17/12/25 10:49:34","4 - Baja","Cerrado","UGR ***DESBLOQUEO DE USUARIO CON CAMBIO DE CLAVE***","JSDIAZ","FIRST DATA","A","","",""
"RF805454","17/12/25 11:04:42","18/12/25 10:58:26","4 - Baja","Cerrado","NEXA BPO - DESBLOQUEO Y RESTABLECIMIENTO - FIRTS DATA -","JSDIAZ","FIRST DATA","B","","",""
"RF805558","17/12/25 13:06:06","18/12/25 11:00:11","4 - Baja","Cerrado","NEXA BPO-Desbloqueo y asignación de nueva clave","JSDIAZ","FIRST DATA","B","","",""
"RF805581","17/12/25 14:22:06","23/12/25 16:19:19","4 - Baja","Cerrado","solicitud de creación de usuario first data","JSDIAZ","FIRST DATA","A","","",""
"RF805621","17/12/25 14:47:24","23/12/25 16:35:10","4 - Baja","Cerrado","Creacion de usuario FIRSVISION","JSDIAZ","FIRST VISION","A","","",""
"RF805747","17/12/25 16:29:12","23/12/25 16:47:01","4 - Baja","Cerrado","Solicitud de Creación de Usuario Firstdata","JSDIAZ","FIRST DATA","A","","",""
"RF805830","18/12/25 08:11:09","19/12/25 09:23:30","4 - Baja","Cerrado","DESBLOQUEAR USUARIO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF806067","18/12/25 12:02:23","23/12/25 16:51:01","4 - Baja","Cerrado","CREACION DE USUARIO DE FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF806068","18/12/25 12:02:24","22/12/25 14:07:02","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF806095","18/12/25 12:27:11","19/12/25 09:02:53","4 - Baja","Cerrado","DEFENSORIA_ UGR_ DESBLOQUEO USUARIO FIRST DATA ADMUNOZ","JSDIAZ","FIRST DATA","A","","",""
"RF806144","18/12/25 14:20:23","19/12/25 09:04:37","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF806348","18/12/25 18:13:05","23/12/25 16:52:04","4 - Baja","Cerrado","SOLICITUD USUARIO PARA FISRDATA","JSDIAZ","FIRST DATA","A","","",""
"RF806360","19/12/25 05:37:31","23/12/25 10:44:26","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","JSDIAZ","FIRST VISION","A","","",""
"RF806368","19/12/25 07:39:37","23/12/25 10:45:35","4 - Baja","Cerrado","DESBLOQUEO USUARIO FV","JSDIAZ","FIRST DATA","A","","",""
"RF806623","19/12/25 13:10:04","22/12/25 16:46:43","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF806648","19/12/25 14:23:54","23/12/25 10:47:20","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO Y ASIGNACION DE CLAVE","JSDIAZ","FIRST VISION","C","","",""
"RF806718","19/12/25 15:29:22","23/12/25 10:59:22","4 - Baja","Cerrado","MODIFICACION DE PERFIL ***AREA UGR****","JSDIAZ","FIRST DATA","A","","",""
"RF806836","19/12/25 18:59:04","23/12/25 10:48:28","4 - Baja","Cerrado","NEXA BPO-DESBLOQUEO Y ASIGNACION DE NUEVA CONTRASEÑA","JSDIAZ","FIRST DATA","B","","",""
"RF806894","22/12/25 08:11:19","23/12/25 10:49:48","4 - Baja","Cerrado","desbloquear first data","JSDIAZ","FIRST DATA","B","","",""
"RF806955","22/12/25 09:10:37","22/12/25 14:04:34","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO FD UGR","JSDIAZ","FIRST DATA","A","","",""
"RF807396","22/12/25 18:34:38","23/12/25 16:54:22","4 - Baja","Cerrado","DESBLOQUEO FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF807409","23/12/25 07:47:48","23/12/25 10:51:02","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO CON CAMBIO DE CONTRASEÑA","JSDIAZ","FIRST DATA","B","","",""
"RF807457","23/12/25 09:12:51","23/12/25 10:52:46","4 - Baja","Cerrado","DESBLOQUEO FIRS DATA","JSDIAZ","FIRST DATA","B","","",""
"RF807499","23/12/25 09:49:43","23/12/25 11:05:28","4 - Baja","Cerrado","DESBLOQUEO DIRS DATA","JSDIAZ","FIRST DATA","A","","",""
"RF807532","23/12/25 10:29:05","29/12/25 12:55:14","4 - Baja","Cerrado","solicitud de clave de first data","JSDIAZ","FIRST DATA","C","","",""
"RF807575","23/12/25 10:59:35","23/12/25 16:05:31","4 - Baja","Cerrado","DESBLOQUEO Y CREACION DE TOKEN DIGITAL","JSDIAZ","SWIFT IZQUIERDO","A","","",""
"RF807679","23/12/25 14:33:36","24/12/25 10:32:45","4 - Baja","Cerrado","NEXA BPO DESBLOQUEO DE ASIGNACION DE NUEVA CONTRASEÑA FIRTS DATA","JSDIAZ","FIRST DATA","B","","",""
"RF807711","23/12/25 15:19:11","24/12/25 10:30:17","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO DE FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF807906","24/12/25 09:22:48","29/12/25 09:02:53","4 - Baja","Cerrado","Solicitud de desbloqueo y reasignación de clave First Data","JSDIAZ","FIRST DATA","A","","",""
"RF808086","24/12/25 12:10:50","30/12/25 17:48:19","4 - Baja","Cerrado","DESBLOQUEAR USUARIO Y CLAVE FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF808106","24/12/25 12:46:46","30/12/25 17:49:17","4 - Baja","Cerrado","NEXA DESBLOQUEO FRIST","JSDIAZ","FIRST DATA","A","","",""
"RF808314","26/12/25 10:20:45","29/12/25 09:01:04","4 - Baja","Cerrado","DESBLOQUEO FIRS DATA","JSDIAZ","FIRST DATA","A","","",""
"RF808388","26/12/25 12:01:40","29/12/25 12:56:15","4 - Baja","Cerrado","Desbloqueo de usuario firsvision","JSDIAZ","FIRST VISION","A","","",""
"RF808446","26/12/25 14:15:11","05/01/26 09:28:13","4 - Baja","Cerrado","SOLICITUD USUARIO PARA FISRDATA","JSDIAZ","FIRST DATA","A","","",""
"RF808466","26/12/25 14:44:39","29/12/25 08:59:43","4 - Baja","Cerrado","Desloquear usuario de First Data","JSDIAZ","FIRST DATA","A","","",""
"RF808562","26/12/25 17:25:54","29/12/25 12:57:05","4 - Baja","Cerrado","DESBLOQUEO DE USURARIO_ FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF808603","29/12/25 07:25:10","29/12/25 09:07:14","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO DE FIRST DATA","JSDIAZ","FIRST DATA","A","","",""
"RF808889","29/12/25 12:26:52","05/01/26 08:19:03","4 - Baja","Cerrado","DESBLOQUEO Y RESTABLECIMIENTO DE CONTRASEÑA","JSDIAZ","FIRST DATA","B","","",""
"RF808927","29/12/25 14:07:31","30/12/25 11:05:38","4 - Baja","Cerrado","Desbloqueo de firts data","JSDIAZ","FIRST DATA","A","","",""
"RF809017","29/12/25 15:59:39","07/01/26 12:06:37","4 - Baja","Cerrado","Desbloqueo de la clave de First Vision","JSDIAZ","FIRST VISION","A","","",""
"RF809048","29/12/25 16:41:29","05/01/26 08:20:15","4 - Baja","Cerrado","DESBLOQUEO Y RESTABLECIMIENTO DE USUARIO FIRST DATA","JSDIAZ","FIRST DATA","B","","",""
"RF809107","29/12/25 22:12:54","05/01/26 08:21:37","4 - Baja","Cerrado","DESBLOQIUEO DE USUARIO","JSDIAZ","FIRST VISION","A","","",""
"RF809136","30/12/25 08:23:29","30/12/25 17:45:49","4 - Baja","Cerrado","DESBLOQUEAR FIRST USUARIO","JSDIAZ","FIRST DATA","B","","",""
"RF809207","30/12/25 09:49:12","30/12/25 11:07:25","4 - Baja","Cerrado","DOCIT - DESBLOQUEO USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF809209","30/12/25 09:49:17","30/12/25 17:51:16","4 - Baja","Cerrado","DESBLOQUEO USUARIO FIRSTVISION","JSDIAZ","FIRST VISION","C","","",""
"RF809217","30/12/25 09:56:45","05/01/26 08:22:54","4 - Baja","Cerrado","DESBLQOUEO DE USUARIO FIRS DATA","JSDIAZ","FIRST DATA","A","","",""
"RF809293","30/12/25 11:12:27","30/12/25 17:47:21","4 - Baja","Cerrado","DESBLOQUEO USUARIO FIRTS DATA","JSDIAZ","FIRST DATA","A","","",""
"RF809346","30/12/25 11:56:43","05/01/26 08:24:07","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACIÓN DE NUEVA CONTRASEÑA FIRST DATA USUARIO NEXABPO","JSDIAZ","FIRST DATA","B","","",""
"RF809402","30/12/25 14:09:41","05/01/26 08:26:33","4 - Baja","Cerrado","Solicitud Desbloqueo de Usuario First Vision Producción","JSDIAZ","FIRST VISION","A","","",""
"RF809525","30/12/25 17:29:44","02/01/26 08:42:11","4 - Baja","Cerrado","UGR_SOLICITUD DESBLOQUEO USUARIO","JSDIAZ","FIRST DATA","A","","",""
"RF809559","30/12/25 19:21:32","05/01/26 08:27:50","4 - Baja","Cerrado","DESBLOQUEO USUARIO - FIRSTDATA","JSDIAZ","FIRST DATA","A","","",""
